name,isSafe,isPE,amountOfImportedDLL,advapi32.dll,user32.dll,ws2_32.dll,wininet.dll,kernel32.dll,shell32.dll,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,ImageBase,MajorSubsystemVersion,NumberOfRvaAndSizes,SizeOfImage,SectionAlignment,FileAlignment,seemsPacked,amountOfSuspiciousSections,amountOfZeroEntropy,lowestEntropy,highestEntropy,NumberOfSections,TimeDateStamp,PointerToSymbolTable,NumberOfSymbols,SizeOfOptionalHeader,Characteristics,relocationsOverlapEntrypoint,sequentialRelocs
1601,0,1,4,0,1,0,0,1,0,23040,136704,0,16366,4194304,5,16,258048,4096,512,1,4,0,0.020393135236084953,7.9928950428559,8,1335945737,0,0,224,258,0,108
6554,1,1,9,1,0,0,0,1,1,26624,13312,0,23775,4194304,6,16,53248,4096,512,0,0,0,3.647257423748975,6.466106794398902,5,1343342323,0,0,224,290,0,141
1602,0,1,3,0,1,0,0,1,0,12288,376832,0,5528,4194304,4,16,823296,4096,4096,1,0,0,5.961586980000102,7.922084103151357,4,1343676558,0,0,224,271,0,0
6558,1,1,3,0,0,0,0,1,0,31744,6656,1024,4096,4194304,4,16,57344,4096,512,0,1,2,4.121441671424852,6.3250938550571725,5,53920,0,0,224,783,0,0
1603,0,1,2,0,0,0,0,0,0,60928,371200,0,427070,65536,5,16,433664,512,512,1,1,0,0.2678855901124811,7.988117973184137,6,1213802002,0,0,224,258,0,77
6569,1,1,3,0,0,0,0,1,0,12800,10752,3072,5376,4194304,5,16,53248,4096,512,0,3,1,0.19743807838821048,5.94986127292142,9,24577,0,0,240,559,0,0
1604,0,1,2,0,1,0,0,1,0,12288,389120,0,5528,4194304,4,16,823296,4096,4096,1,0,0,6.377683402944573,7.822332791555989,4,1343473788,0,0,224,271,0,0
6573,1,1,1,0,0,0,0,0,0,40960,8192,0,47854,4194304,4,16,65536,8192,4096,0,0,0,0.013126943721219527,5.379872635543413,3,1268189088,0,0,224,270,0,0
1605,0,1,5,1,1,0,0,1,0,94208,294382,405504,76383,4259840,4,16,815104,4096,4096,1,0,0,4.119349443815889,7.7727843641034795,4,1332493366,0,0,224,271,0,0
6578,1,1,6,1,0,0,0,1,0,228864,108544,0,134684,5368709120,6,16,368640,4096,512,0,0,0,2.897941378956085,6.414758769881298,6,1343337794,0,0,240,34,0,0
1606,0,1,4,0,1,0,0,1,0,4096,333616,585728,4564,4194304,4,16,942080,4096,4096,1,0,0,2.1338529108028674,7.87051553215607,4,1331321630,0,0,224,271,0,0
6586,1,1,12,0,1,0,0,1,0,13824,32768,3584,5328,4194304,5,16,69632,4096,512,0,4,1,0.19743807838821048,5.881225996841571,11,10690,34304,183,240,39,0,0
1607,0,1,7,1,1,1,0,1,0,143360,61440,0,77738,1677721600,4,16,225280,4096,4096,0,0,0,2.608004526368183,6.643807595934541,5,1333755894,0,0,224,8450,0,439
6588,1,1,8,1,1,0,0,1,1,70144,14336,0,71472,4194304,6,16,94208,4096,512,0,0,0,2.176041516533452,6.50435547845827,5,1436499235,0,0,224,258,0,17
